CaseID,Activity,StartTime,EndTime,Resource
GWF0100,Validate,2026-09-01T17:11:51.861047449,2026-09-01T17:22:09.314414708,Analyst_3
GWF0100,Auto_Check,2026-09-01T17:23:40.584760550,2026-09-01T17:26:21.335421791,System
GWF0100,QA,2026-09-01T17:27:28.915718189,2026-09-01T17:35:37.784837403,QA_1
GWF0100,Complete,2026-09-01T17:36:37.784837403,2026-09-01T17:36:49.784837403,System
GWF0101,Intake,2026-09-01T17:10:25.044703688,2026-09-01T17:13:42.420466778,Ops_2
GWF0101,Validate,2026-09-01T17:14:53.473584409,2026-09-01T17:23:37.676610958,Analyst_3
GWF0101,Review,2026-09-01T17:26:14.865841605,2026-09-01T17:37:10.175016743,Analyst_4
GWF0101,QA,2026-09-01T17:42:35.389101629,2026-09-01T17:49:02.401366384,QA_2
GWF0101,Complete,2026-09-01T17:50:02.401366384,2026-09-01T17:50:14.401366384,System
GWF0102,Intake,2026-09-01T17:15:55.286399183,2026-09-01T17:18:32.675402155,Ops_2
GWF0102,Validate,2026-09-01T17:21:32.322829807,2026-09-01T17:27:07.847515190,Analyst_3
GWF0102,Review,2026-09-01T17:30:26.792041028,2026-09-01T17:46:02.764844888,Analyst_3
GWF0102,QA,2026-09-01T17:48:35.385910346,2026-09-01T17:57:50.561829019,QA_1
GWF0102,Review,2026-09-01T18:00:29.957203433,2026-09-01T18:13:49.777376795,Analyst_4
GWF0102,QA,2026-09-01T18:18:06.057475849,2026-09-01T18:22:58.964436144,QA_1
GWF0102,Complete,2026-09-01T18:23:58.964436144,2026-09-01T18:24:10.964436144,System
GWF0103,Intake,2026-09-01T17:19:42.798972026,2026-09-01T17:24:15.802447356,Ops_2
GWF0103,Validate,2026-09-01T17:24:27.802447356,2026-09-01T17:33:27.138986793,Analyst_1
GWF0103,Auto_Check,2026-09-01T17:35:04.493367211,2026-09-01T17:37:42.450610378,System
GWF0103,QA,2026-09-01T17:38:21.776150811,2026-09-01T17:43:43.680612495,QA_2
GWF0103,Review,2026-09-01T17:47:59.747696539,2026-09-01T18:01:55.625735390,Analyst_4
GWF0103,QA,2026-09-01T18:04:12.086631152,2026-09-01T18:10:07.178580378,QA_1
GWF0103,Complete,2026-09-01T18:11:07.178580378,2026-09-01T18:11:19.178580378,System
GWF0104,Intake,2026-09-01T17:26:30.054691924,2026-09-01T17:30:32.461588118,Ops_2
GWF0104,Validate,2026-09-01T17:31:58.990574914,2026-09-01T17:39:54.766520419,Analyst_2
GWF0104,Auto_Check,2026-09-01T17:42:25.121392586,2026-09-01T17:44:13.351371419,System
GWF0104,QA,2026-09-01T17:45:26.794128912,2026-09-01T17:53:26.154477781,QA_1
GWF0104,Complete,2026-09-01T17:54:26.154477781,2026-09-01T17:54:38.154477781,System
GWF0105,Intake,2026-09-01T17:32:01.474927256,2026-09-01T17:34:38.881924853,Ops_2
GWF0105,Validate,2026-09-01T17:36:33.523912677,2026-09-01T17:44:40.304882837,Analyst_2
GWF0105,Review,2026-09-01T17:47:28.808111663,2026-09-01T18:05:49.069735087,Analyst_3
GWF0105,QA,2026-09-01T18:12:26.604429333,2026-09-01T18:18:53.802998378,QA_2
GWF0105,Rejected,2026-09-01T18:19:53.802998378,2026-09-01T18:20:05.802998378,System
GWF0106,Intake,2026-09-01T17:36:37.200841663,2026-09-01T17:40:40.801571458,Ops_2
GWF0106,Validate,2026-09-01T17:41:10.155001146,2026-09-01T17:49:51.011843760,Analyst_1
GWF0106,Review,2026-09-01T17:52:07.041187142,2026-09-01T18:02:11.910859521,Analyst_4
GWF0106,QA,2026-09-01T18:06:08.973108988,2026-09-01T18:11:23.910744946,QA_2
GWF0106,Review,2026-09-01T18:13:23.926519739,2026-09-01T18:25:45.279595603,Analyst_3
GWF0106,QA,2026-09-01T18:28:11.115245106,2026-09-01T18:33:33.315124292,QA_1
GWF0106,Complete,2026-09-01T18:34:33.315124292,2026-09-01T18:34:45.315124292,System
GWF0107,Intake,2026-09-01T17:42:36.317190310,2026-09-01T17:46:21.664883823,Ops_2
GWF0107,Validate,2026-09-01T17:48:24.017457017,2026-09-01T17:53:19.437858633,Analyst_3
GWF0107,Review,2026-09-01T17:55:08.581643311,2026-09-01T18:07:14.554812283,Analyst_2
GWF0107,QA,2026-09-01T18:10:12.523334041,2026-09-01T18:15:50.431841448,QA_2
GWF0107,Complete,2026-09-01T18:16:50.431841448,2026-09-01T18:17:02.431841448,System
GWF0108,Intake,2026-09-01T17:47:45.116809159,2026-09-01T17:51:51.542865578,Ops_2
GWF0108,Validate,2026-09-01T17:53:31.444484504,2026-09-01T18:01:20.922706727,Analyst_2
GWF0108,Auto_Check,2026-09-01T18:03:47.729717395,2026-09-01T18:05:54.380986611,System
GWF0108,QA,2026-09-01T18:07:10.265071121,2026-09-01T18:12:54.850084593,QA_1
GWF0108,Manager_Approval,2026-09-01T18:15:00.613159683,2026-09-01T18:24:23.693539674,Manager_1
GWF0108,Complete,2026-09-01T18:25:23.693539674,2026-09-01T18:25:35.693539674,System
GWF0109,Intake,2026-09-01T17:53:28.592208626,2026-09-01T17:59:13.055569740,Ops_2
GWF0109,Validate,2026-09-01T18:00:30.784065499,2026-09-01T18:08:33.548527403,Analyst_1
GWF0109,Review,2026-09-01T18:10:55.599614408,2026-09-01T18:27:35.392606178,Analyst_4
GWF0109,QA,2026-09-01T18:34:03.555262756,2026-09-01T18:43:13.821636198,QA_1
GWF0109,Complete,2026-09-01T18:44:13.821636198,2026-09-01T18:44:25.821636198,System
GWF0110,Intake,2026-09-01T17:59:22.376433111,2026-09-01T18:03:19.066941560,Ops_1
GWF0110,Validate,2026-09-01T18:04:41.778231353,2026-09-01T18:09:49.267339616,Analyst_3
GWF0110,Review,2026-09-01T18:12:00.684123791,2026-09-01T18:27:07.098116972,Analyst_2
GWF0110,QA,2026-09-01T18:30:50.676415373,2026-09-01T18:35:56.283512732,QA_2
GWF0110,Review,2026-09-01T18:39:03.271487675,2026-09-01T18:50:59.993479778,Analyst_4
GWF0110,QA,2026-09-01T18:53:32.445684307,2026-09-01T18:58:32.367105678,QA_2
GWF0110,Manager_Approval,2026-09-01T19:00:00.625583136,2026-09-01T19:15:49.123290133,Manager_1
GWF0110,Complete,2026-09-01T19:16:49.123290133,2026-09-01T19:17:01.123290133,System
GWF0111,Intake,2026-09-01T18:04:32.822175761,2026-09-01T18:09:10.409769783,Ops_1
GWF0111,Validate,2026-09-01T18:09:56.432667277,2026-09-01T18:15:49.422573199,Analyst_1
GWF0111,Auto_Check,2026-09-01T18:17:59.754742863,2026-09-01T18:19:47.391324851,System
GWF0111,QA,2026-09-01T18:20:49.180933281,2026-09-01T18:24:37.017081586,QA_1
GWF0111,Manager_Approval,2026-09-01T18:26:17.191563429,2026-09-01T18:37:15.263993485,Manager_1
GWF0111,Complete,2026-09-01T18:38:15.263993485,2026-09-01T18:38:27.263993485,System
GWF0112,Intake,2026-09-01T18:09:07.740019881,2026-09-01T18:12:19.448099950,Ops_2
GWF0112,Validate,2026-09-01T18:14:07.147565321,2026-09-01T18:24:08.084964513,Analyst_2
GWF0112,Review,2026-09-01T18:25:50.349394676,2026-09-01T18:38:37.022730099,Analyst_3
GWF0112,QA,2026-09-01T18:40:10.328477101,2026-09-01T18:46:26.696038324,QA_1
GWF0112,Complete,2026-09-01T18:47:26.696038324,2026-09-01T18:47:38.696038324,System
GWF0113,Intake,2026-09-01T18:17:01.957143306,2026-09-01T18:21:18.401139636,Ops_1
GWF0113,Validate,2026-09-01T18:22:52.431904135,2026-09-01T18:34:05.232873551,Analyst_3
GWF0113,Review,2026-09-01T18:37:35.000555404,2026-09-01T18:58:37.233791868,Analyst_3
GWF0113,QA,2026-09-01T19:02:43.490103729,2026-09-01T19:09:17.499903208,QA_1
GWF0113,Complete,2026-09-01T19:10:17.499903208,2026-09-01T19:10:29.499903208,System
GWF0114,Intake,2026-09-01T18:22:08.977440559,2026-09-01T18:26:25.711006219,Ops_1
GWF0114,Validate,2026-09-01T18:26:49.516240356,2026-09-01T18:35:38.366005035,Analyst_1
GWF0114,Auto_Check,2026-09-01T18:38:39.482485404,2026-09-01T18:40:41.649846182,System
GWF0114,QA,2026-09-01T18:40:58.844527338,2026-09-01T18:48:59.269900603,QA_1
GWF0114,Complete,2026-09-01T18:49:59.269900603,2026-09-01T18:50:11.269900603,System
GWF0115,Intake,2026-09-01T18:27:41.536043299,2026-09-01T18:31:30.162957491,Ops_2
GWF0115,Validate,2026-09-01T18:33:24.391071421,2026-09-01T18:40:44.414414412,Analyst_3
GWF0115,Review,2026-09-01T18:45:02.052078963,2026-09-01T18:58:33.786365407,Analyst_4
GWF0115,QA,2026-09-01T19:02:13.872458731,2026-09-01T19:11:01.013569502,QA_1
GWF0115,Complete,2026-09-01T19:12:01.013569502,2026-09-01T19:12:13.013569502,System
GWF0116,Intake,2026-09-01T18:33:40.318638179,2026-09-01T18:38:33.521382745,Ops_2
GWF0116,Validate,2026-09-01T18:40:28.171158510,2026-09-01T18:51:33.074393462,Analyst_1
GWF0116,Auto_Check,2026-09-01T18:53:54.986565845,2026-09-01T18:55:20.950657934,System
GWF0116,QA,2026-09-01T18:56:38.610481464,2026-09-01T19:02:38.138287844,QA_1
GWF0116,Manager_Approval,2026-09-01T19:04:18.925543386,2026-09-01T19:18:18.608323941,Manager_1
GWF0116,Complete,2026-09-01T19:19:18.608323941,2026-09-01T19:19:30.608323941,System
GWF0117,Intake,2026-09-01T18:38:29.167857565,2026-09-01T18:41:30.744889366,Ops_1
GWF0117,Validate,2026-09-01T18:43:42.012831198,2026-09-01T18:51:48.742808703,Analyst_1
GWF0117,Auto_Check,2026-09-01T18:53:41.607994747,2026-09-01T18:55:44.967220519,System
GWF0117,QA,2026-09-01T18:56:25.121462670,2026-09-01T19:02:50.944268527,QA_1
GWF0117,Complete,2026-09-01T19:03:50.944268527,2026-09-01T19:04:02.944268527,System
GWF0118,Intake,2026-09-01T18:44:39.026822583,2026-09-01T18:49:13.090744598,Ops_1
GWF0118,Validate,2026-09-01T18:49:56.184724777,2026-09-01T18:59:40.139702174,Analyst_1
GWF0118,Auto_Check,2026-09-01T19:02:32.021906991,2026-09-01T19:04:18.832059166,System
GWF0118,QA,2026-09-01T19:05:01.717086274,2026-09-01T19:13:25.423388545,QA_1
GWF0118,Manager_Approval,2026-09-01T19:15:56.182386884,2026-09-01T19:26:07.554648033,Manager_1
GWF0118,Complete,2026-09-01T19:27:07.554648033,2026-09-01T19:27:19.554648033,System
GWF0119,Intake,2026-09-01T18:47:36.121239106,2026-09-01T18:50:32.495914929,Ops_1
GWF0119,Validate,2026-09-01T18:51:51.676419377,2026-09-01T19:01:31.636319601,Analyst_3
GWF0119,Auto_Check,2026-09-01T19:02:11.341381244,2026-09-01T19:03:42.973425337,System
GWF0119,QA,2026-09-01T19:04:23.779813693,2026-09-01T19:12:24.786798619,QA_2
GWF0119,Complete,2026-09-01T19:13:24.786798619,2026-09-01T19:13:36.786798619,System
GWF0120,Intake,2026-09-01T18:53:38.362703703,2026-09-01T18:57:50.233869396,Ops_1
GWF0120,Validate,2026-09-01T18:59:26.230579854,2026-09-01T19:10:58.653913335,Analyst_3
GWF0120,Review,2026-09-01T19:14:17.042218185,2026-09-01T19:34:12.689278470,Analyst_2
GWF0120,QA,2026-09-01T19:37:17.754385140,2026-09-01T19:47:08.391374450,QA_2
GWF0120,Complete,2026-09-01T19:48:08.391374450,2026-09-01T19:48:20.391374450,System
